Gender,Age,Salary,Purchase_iPhone
Female,30,77989,Yes
Male,20,143046,Yes
Male,31,119897,No
Female,38,20904,No
Male,46,62094,No
Male,34,56148,No
Female,59,43296,No
Female,22,112413,No
Male,53,43611,No
Female,28,45790,Yes
Male,38,95352,Yes
Male,33,89441,No
Female,26,130611,Yes
Female,49,114725,Yes
Male,60,62100,No
Female,21,108328,No
Female,43,127736,No
Female,34,48172,Yes
Female,43,146172,Yes
Female,60,88695,Yes
Male,48,94904,Yes
Female,55,107929,Yes
Male,59,112395,Yes
Male,54,110738,Yes
Male,18,53364,No
Male,53,144415,No
Male,56,136038,No
Female,35,61272,No
Female,56,108052,No
Male,47,95432,No
Female,24,43059,Yes
Female,22,49669,No
Male,46,93060,No
Female,39,91634,No
Female,59,139115,Yes
Female,36,33840,Yes
Female,49,128695,No
Male,37,41165,Yes
Female,36,139999,No
Female,52,91549,No
Male,44,34573,No
Male,19,28099,Yes
Female,36,142095,No
Male,18,84393,Yes
Female,51,97235,No
Female,50,120716,Yes
Female,52,94930,Yes
Male,42,36750,No
Female,51,93044,Yes
Male,36,63048,Yes
Female,19,94450,No
Male,47,70479,Yes
Female,33,125367,Yes
Female,47,148145,Yes
Female,42,137220,Yes
Female,52,78761,No
Female,27,113147,Yes
Female,50,77318,Yes
Female,45,77787,No
Male,26,57405,Yes
Female,34,38422,Yes
Female,36,80436,No
Female,53,73639,Yes
Female,49,143894,No
Female,35,75272,No
Male,18,59125,No
Female,59,27833,No
Male,30,92536,Yes
Female,58,48115,No
Male,46,98877,Yes
Female,40,39298,No
Male,21,147073,No
Male,37,60304,Yes
Female,41,84229,Yes
Female,33,42233,Yes
Male,54,44276,Yes
Male,46,71814,No
Female,36,117449,No
Female,46,112499,No
Male,28,35150,No
Male,53,24505,No
Female,32,132276,Yes
Male,38,53625,Yes
Female,53,88627,No
Male,44,59116,No
Female,42,118944,Yes
Female,30,113451,No
Male,49,103450,No
Female,32,104354,No
Female,50,40972,No
Female,42,117586,Yes
Male,55,56664,No
Male,39,25470,No
Female,27,69815,No
Female,26,22790,No
Male,24,74454,No
Female,26,53598,No
Female,26,110197,Yes
Male,22,52970,No
Male,25,106083,No
Female,18,49342,Yes
Male,52,109801,No
Male,22,80865,Yes
Female,36,129317,Yes
Female,22,88566,No
Female,50,50971,Yes
Female,29,96762,No
Male,60,122890,Yes
Male,27,147513,Yes
Male,55,143048,No
Female,55,37215,No
Female,58,78818,Yes
Male,24,33623,Yes
Male,38,25567,Yes
Male,47,63425,Yes
Male,30,71571,No
Male,60,38003,Yes
Female,18,89490,Yes
Male,30,109352,No
Male,43,59045,No
Male,25,127903,No
Male,45,34092,No
Female,58,72622,Yes
Female,29,93978,Yes
Male,25,79633,No
Female,53,49479,Yes
Female,59,63871,No
Male,46,126375,No
Female,20,22270,Yes
Female,42,74263,No
Male,26,82502,Yes
Male,52,54439,Yes
Male,36,34665,No
Female,23,121855,No
Female,55,46995,No
Female,57,59257,Yes
Female,22,37497,No
Female,33,117686,No
Female,35,23399,Yes
Female,27,72087,Yes
Male,18,125417,No
Male,57,80787,Yes
Male,19,113881,No
Male,40,125895,Yes
Female,21,128585,No
Female,52,116462,Yes
Female,55,139762,No
Female,49,122988,Yes
Male,41,88079,Yes
Female,30,136537,No
Male,43,54568,Yes
Male,48,141121,No
Male,23,76045,No
Female,19,143066,Yes
Male,42,133065,Yes
Male,35,21057,No
Male,35,124122,No
Male,44,56435,Yes
Male,59,82459,Yes
Female,26,31232,Yes
Female,29,60559,Yes
Male,28,69217,Yes
Female,45,63063,No
Female,31,39520,Yes
Male,42,82398,No
Male,60,91625,No
Male,46,101441,Yes
Female,39,117868,No
Female,23,61066,Yes
Male,55,134709,Yes
Female,40,58698,Yes
Female,43,106353,Yes
Male,22,26629,Yes
Female,47,40077,Yes
Female,31,115923,No
Male,26,56213,No
Female,39,46934,Yes
Female,37,135863,Yes
Male,24,110983,No
Male,50,21143,No
Female,42,28883,No
Female,36,100956,No
Female,32,29067,No
Male,53,87799,Yes
Female,27,48944,Yes
Male,25,33878,No
Male,58,138828,No
Male,34,55929,No
Female,31,68569,Yes
Male,27,63901,No
Male,50,136875,Yes
Female,52,73864,Yes
Female,59,98351,No
Female,53,87678,Yes
Female,26,138826,No
Female,42,32494,No
Male,42,86392,No
Male,27,22236,No
Male,29,94631,Yes
Male,45,144661,No
Male,36,122056,Yes
Male,45,68866,No
Male,54,62563,No
Male,39,96842,Yes
Female,59,80763,No
Female,19,56031,No
Male,19,100459,Yes
Female,38,63952,Yes
Female,48,21253,Yes
Female,54,64082,Yes
Female,45,126684,No
Female,26,135111,Yes
Female,53,51961,Yes
Male,46,30666,Yes
Female,18,77007,No
Female,22,131814,Yes
Male,26,89481,Yes
Male,35,67285,Yes
Male,44,100502,Yes
Female,24,24288,No
Male,30,130124,No
Female,55,112012,No
Female,44,63513,Yes
Female,32,79459,No
Female,32,47257,No
Male,44,94321,No
Female,35,41127,No
Male,35,45946,No
Female,23,100680,No
Male,19,88800,Yes
Male,59,24278,No
Female,60,105402,No
Male,32,37243,No
Female,53,124284,Yes
Female,18,54221,Yes
Female,45,27453,Yes
Male,45,134619,Yes
Male,42,68586,No
Male,21,83567,No
Male,36,145915,No
Male,43,21618,No
Male,54,26654,No
Male,38,20337,No
Female,26,139172,Yes
Male,56,66484,Yes
Female,53,45947,No
Male,33,69703,No
Male,44,77875,No
Female,25,88809,Yes
Male,52,68388,No
Male,52,104766,Yes
Female,28,124858,No
Female,34,66336,No
Female,34,47711,Yes
Female,35,107179,Yes
Male,25,35054,Yes
Female,29,32875,No
Male,34,43121,No
Male,36,26643,Yes
Female,60,113651,Yes
Male,48,33027,Yes
Male,44,54869,No
Female,22,116693,No
Male,22,121205,Yes
Male,32,53704,Yes
Male,20,133033,No
Male,51,31969,Yes
Female,32,94008,Yes
Female,34,138016,Yes
Female,40,97039,No
Male,33,146046,Yes
Female,22,111928,No
Male,37,124173,No
Male,31,117538,No
Male,23,96085,No
Male,23,108267,No
Female,28,113288,Yes
Male,47,97825,No
Female,23,86245,Yes
Male,60,131579,Yes
Female,53,124681,No
Male,60,62690,Yes
Male,35,90912,No
Male,48,79152,Yes
Female,32,107911,No
Male,23,73840,Yes
Female,50,104643,Yes
Male,21,20761,No
Male,40,110819,No
Female,58,126742,Yes
Female,59,67833,Yes
Male,50,106548,Yes
Male,19,108840,Yes
Female,22,71287,Yes
Male,28,96659,Yes
Male,42,45334,Yes
Male,59,138016,No
Female,44,46242,Yes
Female,45,30931,No
Female,37,47597,Yes
Male,22,106168,Yes
Female,40,66694,No
Female,37,32792,Yes
Male,28,141582,Yes
Female,39,38194,Yes
Female,49,86045,No
Female,55,26061,No
Male,24,139389,Yes
Male,44,61583,Yes
Male,24,110167,Yes
Female,50,120401,No
Male,22,53373,Yes
Female,54,52258,No
Female,52,43140,Yes
Male,46,117844,Yes
Male,33,46290,Yes
Female,55,24667,No
Female,32,105461,Yes
Male,38,74418,No
Female,40,48315,Yes
Male,27,98118,No
Male,31,112978,Yes
Male,54,25463,Yes
Male,59,33233,No
Female,25,112209,No
Female,54,23283,No
Female,34,105401,Yes
Female,26,140981,Yes
Female,53,52628,Yes
Male,19,115073,No
Female,29,68577,No
Female,53,72504,Yes
Male,45,87722,No
Female,20,35914,Yes
Female,37,96660,Yes
Female,58,134125,Yes
Male,33,74839,No
Female,27,26095,No
Male,55,134537,No
Female,54,43138,No
Male,56,106898,No
Male,58,88767,Yes
Female,19,121252,No
Female,48,80219,No
Female,40,92763,Yes
Female,40,67852,Yes
Male,25,117338,No
Female,42,94139,Yes
Male,43,57131,Yes
Female,41,30777,Yes
Male,29,20464,No
Female,54,119199,No
Male,47,79899,Yes
Male,56,62370,Yes
Female,51,41226,Yes
Female,54,134909,No
Female,35,133156,No
Female,57,107593,Yes
Male,32,125454,Yes
Female,54,129730,No
Male,48,124647,Yes
Male,25,22532,Yes
Male,56,33479,No
Male,29,105782,No
Male,18,83567,No
Female,33,91144,Yes
Female,55,91396,No
Male,36,133938,No
Male,19,100584,No
Female,44,135688,Yes
Female,43,113273,Yes
Male,26,130548,No
Female,46,43931,No
Male,58,52897,No
Female,55,36572,Yes
Male,34,24742,Yes
Male,36,99763,No
Male,30,99570,No
Male,46,36603,Yes
Male,53,41403,No
Male,51,123321,No
Male,31,126190,No
Male,54,94453,No
Male,56,27061,No
Male,29,45674,No
Male,47,62944,No
Female,42,148943,Yes
Male,36,33024,No
Female,20,111564,No
Female,39,109089,No
Female,56,123145,No
Female,28,31153,Yes
Female,57,29070,Yes
Male,24,99665,No
Male,57,88387,Yes
Female,38,93175,Yes
Male,30,113331,Yes
Female,59,21452,Yes
Male,32,95115,Yes
Male,42,146855,No
Female,24,121004,No
Male,32,56993,No
Male,38,70176,Yes
Female,22,90392,No
Male,26,85833,Yes
Female,33,115906,No
Male,42,44025,No
Male,34,148285,No
Male,18,113633,Yes
Female,53,42813,Yes
Female,51,76504,Yes
Female,22,80456,No
Male,37,80077,Yes
Female,59,86152,Yes
Female,40,78127,No
Female,59,21396,Yes
Female,21,125292,No
Female,28,55088,Yes
Male,45,83054,Yes
Male,22,44698,Yes
Female,25,141812,Yes
Male,56,89110,Yes
Male,43,113716,No
Male,40,134154,Yes
Male,44,87932,Yes
Male,39,141635,Yes
Female,20,52718,No
Female,36,31525,Yes
Male,34,51265,Yes
Male,33,131029,Yes
Male,58,94193,No
Female,36,100067,Yes
Male,27,44616,Yes
Female,27,60141,No
Female,55,132272,No
Female,43,74657,Yes
Female,40,114605,Yes
Female,24,93312,No
Female,38,47358,Yes
Male,48,112705,No
Male,56,27240,Yes
Female,59,24801,No
Male,58,39916,No
Female,45,56469,No
Female,22,109447,No
Male,37,69250,Yes
Male,50,143165,No
Female,60,143293,Yes
Female,60,53780,Yes
Female,19,42017,Yes
Male,24,41091,Yes
Male,25,132086,Yes
Female,41,147009,Yes
Male,49,83926,No
Female,50,144289,Yes
Female,57,121293,Yes
Female,33,125635,No
Female,30,37425,Yes
Male,43,116815,No
Male,40,24263,Yes
Male,46,78655,No
Female,35,70937,Yes
Male,40,65575,No
Male,35,141660,Yes
Male,60,92618,Yes
Female,53,36226,Yes
Male,34,22040,Yes
Female,29,130423,No
Male,18,48264,No
Female,32,148458,No
Female,48,106824,Yes
Female,38,60925,No
Male,48,136617,Yes
Male,27,137732,Yes
Male,22,139639,Yes
Male,57,106308,No
Male,59,68440,Yes
Female,60,114977,Yes
Female,25,66156,No
Male,49,30106,Yes
Male,24,119848,Yes
Male,43,143014,Yes
Female,60,105489,Yes
Female,23,31027,Yes
Male,35,120121,No
Male,53,124196,Yes
Female,31,136209,No
Male,60,27135,Yes
Female,29,140025,No
Female,48,66452,No
Male,36,148852,No
Female,24,108880,Yes
Male,22,110575,No
Male,24,89158,No
Male,51,141100,No
Male,55,129658,No
Male,45,30356,Yes
Female,25,116441,Yes
Female,21,102044,No
Female,57,92613,Yes
Female,33,141338,No
Female,56,136286,Yes
Female,49,109548,Yes
Female,19,60302,No
Female,47,85792,Yes
Female,28,117318,No
Male,21,52959,Yes
Female,24,141171,Yes
Female,54,108588,Yes
Female,19,27145,Yes
Male,24,34878,No
Female,35,93179,Yes
Male,20,136885,Yes
Male,58,105742,No
Female,42,116365,No
Female,35,137103,No
Male,49,111772,No
Male,49,132763,Yes
Male,51,135233,Yes
Female,45,100519,No
Female,58,72712,No
Female,57,41266,No
Male,55,122872,Yes
Male,18,146391,Yes
Female,41,39779,No
Female,37,120100,No
Female,37,97573,No
Male,60,111837,Yes
Male,60,81693,Yes
Female,22,142151,Yes
Female,40,148164,Yes
Female,53,129890,Yes
Female,46,87526,Yes
Male,31,146299,Yes
Female,28,71912,No
Female,38,46681,No
Male,56,36985,No
Female,60,52723,No
Male,24,85023,Yes
Male,45,46865,No
Male,31,60604,Yes
Female,57,43108,No
Female,58,80488,Yes
Female,52,64613,No
Male,36,114172,Yes
Male,60,100828,No
Male,32,69340,No
Female,29,129864,Yes
Male,35,100758,Yes
Male,30,36068,Yes
Female,51,144348,No
Female,19,122936,Yes
Female,32,39516,No
Male,18,65384,Yes
Male,20,76566,No
Male,44,129810,Yes
Female,56,68621,No
Male,41,20803,No
Female,36,22475,No
Female,55,44988,Yes
Female,19,35466,Yes
Male,50,120399,Yes
Male,57,102448,Yes
Female,53,149366,Yes
Female,60,119094,No
Female,36,73554,Yes
Female,55,54843,Yes
Male,18,104619,Yes
Female,43,76927,No
Male,21,56113,Yes
Female,37,144738,Yes
Female,43,77446,No
Male,45,57080,No
Female,58,56143,Yes
Female,59,45414,No
Male,23,122237,No
Male,35,113451,No
Male,18,135258,No
Male,33,95997,No
Female,48,103748,No
Female,56,141281,No
Female,22,132159,No
Female,58,31072,Yes
Female,47,46196,No
Male,51,50069,Yes
Male,47,30014,No
Female,57,21599,Yes
Male,37,54712,No
Male,55,114168,No
Male,52,111650,Yes
Female,37,145808,Yes
Male,35,115804,Yes
Male,33,48710,Yes
Female,58,94921,Yes
Female,39,46386,Yes
Male,37,78508,No
Male,38,83401,Yes
Male,20,49401,No
Male,20,148292,No
Male,36,87957,Yes
Female,39,110654,No
Female,31,45959,No
Male,28,66144,Yes
Female,44,90959,Yes
Female,18,28448,Yes
Female,50,71150,Yes
Male,35,32381,No
Female,46,29467,Yes
Male,41,120344,Yes
Female,41,87849,Yes
Male,20,107952,Yes
Male,38,63323,Yes
Female,29,98880,No
Male,22,28336,Yes
Female,35,56357,No
Male,54,24843,No
Female,29,70512,No
Male,60,63789,No
Male,27,108966,No
Female,22,137700,Yes
Male,34,98780,Yes
Female,38,105453,Yes
Male,34,141643,Yes
Male,20,111157,Yes
Male,40,65022,No
Male,34,105821,Yes
Male,40,20574,No
Female,52,54152,Yes
Female,58,134084,Yes
Female,18,96621,Yes
Female,55,53676,Yes
Male,28,146490,No
Female,58,99918,Yes
Female,20,126020,No
Female,56,58856,No
Male,20,73802,Yes
Male,20,127594,No
Female,23,32928,No
Female,40,20713,Yes
Female,59,53539,No
Male,38,109173,No
Female,43,79256,Yes
Male,50,130040,Yes
Female,58,60741,Yes
Male,52,76067,No
Female,51,38879,Yes
Male,26,102151,Yes
Female,23,27505,Yes
Female,53,43964,No
Female,19,40743,No
Female,53,37277,Yes
Male,19,77791,No
Male,27,117301,No
Male,24,21828,Yes
Male,36,82315,Yes
Male,30,20054,No
Female,30,89789,Yes
Male,60,61079,No
Female,39,46349,Yes
Male,53,133609,Yes
Male,49,47893,No
Male,52,42808,No
Female,38,64587,Yes
Female,37,44159,No
Male,44,82270,No
Female,20,138367,Yes
Female,41,79670,No
Female,38,89859,Yes
Female,59,34553,Yes
Male,52,146127,Yes
Female,19,72280,Yes
Female,60,30076,Yes
Male,59,84050,No
Male,49,37810,No
Male,54,21525,No
Male,24,45326,No
Male,34,50255,No
Female,43,52147,No
Male,50,83417,Yes
Male,33,132541,Yes
Female,43,52716,No
Male,19,146363,Yes
Female,57,123430,No
Female,49,29027,No
Male,24,138761,No
Female,29,122366,Yes
Male,24,115673,Yes
Male,23,126482,Yes
Female,54,129255,No
Male,26,29385,Yes
Female,43,105276,Yes
Male,34,88252,Yes
Male,49,73619,Yes
Female,53,71359,No
Female,30,113273,Yes
Male,30,126516,Yes
Male,34,60376,No
Female,21,144385,Yes
Female,20,35955,Yes
Female,33,74517,Yes
Male,40,81699,No
Female,18,67003,No
Male,39,90771,No
Male,42,110143,Yes
Female,28,70788,Yes
Female,50,143603,No
Female,23,116289,No
Male,47,117929,No
Female,48,46604,No
Female,42,147056,No
Male,32,20899,Yes
Male,24,112165,No
Male,26,82130,Yes
Female,46,67748,Yes
Male,50,59257,Yes
Male,31,62554,Yes
Female,42,46238,No
Male,42,23621,Yes
Male,34,21639,Yes
Male,35,139549,Yes
Female,26,29368,No
Male,56,99469,Yes
Female,21,76392,Yes
Male,43,121183,No
Male,49,147091,No
Male,31,92852,Yes
Male,19,125658,No
Male,38,66728,Yes
Female,38,43154,No
Male,20,110462,No
Female,46,74123,No
Female,53,132902,No
Male,49,128053,No
Female,52,48780,Yes
Male,39,70589,No
Female,37,90838,No
Male,23,32356,No
Female,33,132284,Yes
Female,57,147854,No
Female,30,118157,Yes
Male,60,33163,No
Female,53,40204,Yes
Male,48,64532,Yes
Female,48,71037,No
Female,25,145291,Yes
Female,25,32176,Yes
Male,41,88848,Yes
Female,44,102880,No
Female,43,66304,No
Male,53,98123,Yes
Male,56,59841,Yes
Female,38,64481,Yes
Female,51,140864,Yes
Female,55,51728,No
Male,31,22775,Yes
Female,46,121498,No
Male,23,73138,Yes
Male,25,40200,Yes
Male,44,58775,No
Male,35,51485,No
Male,29,131587,Yes
Male,56,123989,No
Male,18,39469,No
Male,25,137201,Yes
Male,59,107108,Yes
Female,51,21565,Yes
Male,38,145250,Yes
Female,59,50058,Yes
Female,46,40833,No
Male,23,149175,No
Female,46,128431,No
Female,44,26114,Yes
Female,22,62333,Yes
Female,48,143065,No
Male,26,28132,Yes
Male,58,31432,Yes
Female,53,106711,No
Female,24,99260,Yes
Female,53,133514,Yes
Male,29,69062,No
Female,18,77012,Yes
Female,55,91987,Yes
Female,30,91466,Yes
Male,45,106934,No
Male,40,68663,Yes
Female,48,23233,No
Male,48,40117,No
Female,21,122897,Yes
Male,30,113356,Yes
Female,39,148999,No
Male,42,119991,No
Female,59,105424,No
Male,45,92527,No
Male,32,36389,No
Female,33,76536,Yes
Female,28,44234,Yes
Female,30,87413,Yes
Female,53,83805,Yes
Male,38,38392,Yes
Female,47,105521,Yes
Male,22,90676,Yes
Male,56,37520,Yes
Female,59,80017,No
Male,56,104124,Yes
Male,33,74672,No
Male,29,21820,Yes
Male,36,144649,No
Male,46,142449,Yes
Female,54,135419,Yes
Female,38,77392,No
Male,38,49880,No
Male,19,56731,No
Female,51,98519,Yes
Male,41,118795,No
Female,29,145629,Yes
Female,59,145022,Yes
Female,56,95454,Yes
Female,19,38332,No
Male,60,61615,No
Male,44,65629,No
Female,47,94600,No
Female,58,130717,No
Male,45,43524,No
Female,56,34248,No
Male,45,61659,Yes
Male,19,70590,Yes
Female,22,102714,No
Female,21,83135,Yes
Female,58,64921,No
Female,43,88578,No
Male,44,144789,No
Male,43,103351,Yes
Male,42,49960,No
Female,48,34874,Yes
Female,43,42920,No
Female,39,42756,Yes
Male,44,125608,Yes
Female,36,75587,Yes
Male,23,51169,No
Female,18,49486,No
Male,56,67722,No
Female,50,55070,No
Male,48,21681,Yes
Male,29,117850,Yes
Female,44,117424,No
Male,56,45808,Yes
Male,23,62562,Yes
Male,30,92346,No
Male,41,136920,No
Male,35,50986,Yes
Female,41,124698,Yes
Male,35,121955,Yes
Male,58,65829,Yes
Male,53,101714,No
Male,24,56728,Yes
Male,52,124762,No
Female,54,88603,No
Female,36,147136,Yes
Female,39,35287,No
Male,41,139082,No
Female,29,125884,No
Female,21,104621,Yes
Male,47,41095,No
Male,41,107535,Yes
Male,51,134445,Yes
Female,28,63677,No
Female,28,29950,No
Male,18,74332,Yes
Male,60,61717,No
Male,37,131322,Yes
Female,29,146263,Yes
Female,44,34739,No
Male,25,72194,Yes
Female,50,35784,No
Female,51,129522,Yes
Male,43,50028,Yes
Male,44,88237,Yes
Female,31,107843,No
Female,33,136150,No
Female,39,89686,No
Female,38,99189,Yes
Female,40,70052,No
Male,18,79687,Yes
Female,57,104176,No
Male,50,137126,Yes
Female,51,29411,No
Female,20,43701,No
Male,26,50376,No
Male,29,56513,No
Female,24,68099,Yes
Male,45,114926,No
Male,30,142500,Yes
Male,55,54881,Yes
Male,43,30417,Yes
Female,56,85674,Yes
Female,48,34630,Yes
Male,50,128660,Yes
Female,45,46179,Yes
Female,48,40939,Yes
Female,50,50140,Yes
Female,20,119508,Yes
Male,26,20960,No
Male,53,41160,No
Female,59,120320,No
Female,22,63446,No
Male,42,49714,No
Female,24,39599,Yes
Female,34,87409,No
Male,43,119029,Yes
Female,21,34164,Yes
Male,22,61769,No
Male,30,102948,Yes
Male,40,32080,Yes
Male,44,53628,Yes
Male,60,74339,No
Female,47,21523,No
Male,19,84514,Yes
Male,24,44415,Yes
Female,35,51216,Yes
Female,22,105635,Yes
Male,52,139409,Yes
Female,57,127619,Yes
Male,52,82987,No
Male,49,127454,No
Male,21,116532,Yes
Female,21,34338,Yes
Female,36,64936,Yes
Female,18,65350,Yes
Female,29,87126,Yes
Male,55,39864,Yes
Male,51,86191,No
Male,32,142212,No
Male,42,46086,Yes
Male,45,63601,Yes
Male,34,64918,Yes
Female,31,58656,No
Male,46,64909,Yes
Female,49,125889,Yes
Male,37,77647,No
Male,30,84543,Yes
Male,59,39277,No
Female,26,55839,Yes
Male,45,75284,No
Male,42,146809,Yes
Female,42,94541,No
Female,23,41050,No
Female,47,33671,Yes
Female,46,89694,No
Male,20,102839,No
Female,58,43469,No
Female,32,41010,Yes
Male,51,44832,No
Male,50,79148,No
Male,36,133862,No
Female,52,33989,No
Male,25,71423,No
Female,32,42232,No
Male,45,24431,No
Female,54,144921,No
Female,51,59708,No
Male,45,63052,No
Male,53,77082,Yes
Female,57,90287,Yes
Female,32,78830,Yes
Male,48,26992,No
Male,37,81541,Yes
Female,44,132522,Yes
Female,35,101535,No
Male,45,29862,Yes
Female,31,53852,Yes
Male,33,137215,No
Male,50,121751,Yes
Male,35,44054,Yes
Female,59,51365,No
Male,32,90329,Yes
Male,37,85114,Yes
Female,19,27507,Yes
Female,32,72112,Yes
Male,53,129040,Yes
Female,26,96668,Yes
Male,26,149102,No
Male,57,78462,No
Male,54,105138,Yes
Female,34,137257,No
Female,22,96559,Yes
Male,58,147942,Yes
Female,32,143821,Yes
Male,32,122539,No
Female,50,125103,Yes
Male,52,69164,Yes
Male,21,109696,No
Female,40,55731,Yes
Female,43,140142,Yes
Female,45,149025,No
Male,41,136046,Yes
Female,42,126336,Yes
Male,42,70198,Yes
Male,40,145017,Yes
Female,50,59889,Yes
Female,41,95584,Yes
Female,54,62188,Yes
Female,26,89427,Yes
Female,23,107284,Yes
Female,60,21998,No
Male,49,26725,Yes
Male,59,86896,Yes
Female,46,107037,Yes
Female,59,148459,Yes
Female,27,92902,Yes
Female,21,70619,Yes
Male,21,148827,No
Male,48,79709,No
Female,26,74493,No
Male,39,40253,No
Male,19,139125,No
Male,47,111478,No
Female,46,56877,No
Male,20,143948,Yes
Male,27,140631,No
Female,49,108880,No
Female,44,41538,No
Female,26,51158,No
Male,59,132044,Yes
Male,58,51058,Yes
Male,54,71987,Yes
Male,32,116960,No
Female,35,113378,No
Female,59,54804,Yes
Female,26,61545,Yes
Female,39,47242,No
Male,50,77787,No
Female,44,33823,Yes
Female,28,105231,No
Female,40,80165,Yes
Male,18,34059,Yes
Female,43,68452,No
Female,27,79286,Yes
Female,30,25344,Yes
Male,56,146693,Yes
Male,35,138566,No
Female,20,60483,Yes
Male,58,89946,No
Female,43,79825,No
Male,43,146845,Yes
Male,50,70882,No
Female,24,144323,No
Female,35,131084,No
Female,53,92734,Yes
Male,44,149826,Yes
Male,20,77918,No
Female,41,20722,No
Female,30,146448,No
Female,51,51226,Yes
Female,57,96631,No
Female,45,102810,Yes
Female,52,38710,Yes
Female,58,34602,No
Female,18,91253,Yes
Male,45,125558,No
Female,18,112264,No
Male,26,22602,Yes
Female,23,123840,Yes
Male,19,137765,No
Male,41,71619,Yes
Female,37,38678,No
Female,29,36248,No
Female,19,110709,No
Male,29,71736,Yes
Female,56,41383,No
Male,32,44873,No
Female,40,139376,Yes
Female,53,34428,Yes
Female,59,80441,Yes
Male,45,137554,Yes
Male,21,33827,No
Female,21,91279,Yes
Male,58,49021,No
Male,46,120588,Yes
Female,24,34167,No
Male,47,21029,Yes
Male,27,66861,No
Male,57,146618,No
Male,31,61830,No
Male,43,76805,Yes
Male,39,80875,No
Female,27,95300,Yes
Male,37,79317,Yes
Female,49,62640,Yes
Male,49,105091,Yes
Female,36,120523,Yes
Male,50,128300,No
Female,21,23350,Yes
Female,34,35573,Yes
Female,23,30313,No
Female,44,30684,No
Male,30,111395,No
Female,38,36809,No
Female,36,22996,Yes
Male,47,54449,No
Male,56,101145,Yes
Female,27,29089,No
Male,32,94626,No
Female,31,74691,Yes
Female,22,80909,Yes
Female,42,128638,No
Male,25,129384,Yes
Male,41,111139,Yes
Female,49,93150,Yes
Female,20,61492,No
